name,year,selling_price,present_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Model,Location,Color,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Tata Indigo LX,2012,185000.0,,80000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0,,,,,,,,,,,,
Maruti Wagon R LXI,2006,140000.0,,150000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Renault Lodgy 85PS RxE 7 Seater,2015,415000.0,,120000,Diesel,Individual,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,7.0,,,,,,,,,,,,
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,532000.0,,121779,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,,,,,,,,,,,,
Maruti Baleno Delta 1.3,2017,600000.0,,56000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti SX4 Vxi BSIII,2008,150000.0,,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5.0,,,,,,,,,,,,
Maruti Swift LXI Option,2018,459999.0,,12000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,
Maruti Vitara Brezza ZDi,2017,800000.0,,15381,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Mahindra Bolero SLX 4WD BSIII,2011,310000.0,,5000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,,,,,,,,,,,,
Nissan Terrano XV Premium 110 PS,2014,475000.0,,40000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5.0,,,,,,,,,,,,
Maruti Wagon R LXI CNG,2016,310000.0,,35000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Alto K10 LXI,2018,350000.0,,10000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Mahindra XUV500 W10 AWD,2019,1800000.0,,10000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,,,,,,,,,,,,
Maruti Swift AMT ZXI BSIV,2018,640000.0,,25000,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,
Maruti Wagon R AMT VXI,2017,350000.0,,50000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Tata Nexon 1.2 Revotron XE,2018,600000.0,,30000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,,,,,,,,,,,,
Hyundai Verna 1.6 CRDi SX,2015,575000.0,,23000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,
Mahindra Thar CRDe ABS,2019,974000.0,,15000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0,,,,,,,,,,,,
Maruti Wagon R AMT VXI,2018,445000.0,,5000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Ertiga VDI,2015,580000.0,,15000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,,,,,,,,,,,,
Hyundai Creta 1.4 EX Diesel,2020,1050000.0,,20000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0,,,,,,,,,,,,
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000.0,,50000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,,,,,,,,,,,,
Ford Figo 1.2P Ambiente MT,2017,370000.0,,40000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Zen Estilo 1.1 VXI BSIII,2007,150000.0,,70000,Petrol,Individual,Manual,Third Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Celerio ZXI Optional,2017,483000.0,,15000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Hyundai Grand i10 Magna,2016,470000.0,,10000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000.0,,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Hyundai Verna 1.6 VTVT,2013,450000.0,,50000,Petrol,Individual,Manual,Third Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,,,,,,,,,,,,
Toyota Etios VX,2011,345000.0,,70000,Petrol,Individual,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5.0,,,,,,,,,,,,
Maruti Ignis Zeta AMT,2020,600000.0,,5000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,
Maruti A-Star Vxi,2009,300000.0,,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Zen Estilo VXI BSIII,2007,160000.0,,74800,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti 800 AC BSIII,2004,120000.0,,80000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,,,,,,,,,,,,
Maruti Eeco CNG 5 Seater AC BSIV,2012,220000.0,,270000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0,,,,,,,,,,,,
Hyundai EON 1.0 Era Plus,2018,340000.0,,120000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0,,,,,,,,,,,,
Honda City 2017-2020 EXi,2007,138000.0,,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,,,,,,,,,,,,
Toyota Qualis FS F7,2000,100000.0,,250000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,
Maruti Swift Dzire VXi,2010,231000.0,,80000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Mahindra XUV500 W8 4WD,2013,800000.0,,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,,,,,,,,,,,,
Mahindra XUV300 W8,2019,960000.0,,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,108.6 bhp,200Nm@ 2000-3500rpm,5.0,,,,,,,,,,,,
Maruti Wagon R LXI Minor,2009,120000.0,,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Wagon R VXI BS IV,2012,270000.0,,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Ritz LXI,2011,200000.0,,100000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Swift VXI,2012,328000.0,,123000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Hyundai Verna 1.6 SX CRDi (O),2012,432000.0,,77000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000.0,,7000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,,,,,,,,,,,,
Maruti Eeco 5 Seater AC BSIV,2017,390000.0,,70000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0,,,,,,,,,,,,
Ford Figo 1.5D Titanium MT,2017,600000.0,,30000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,,,,,,,,,,,,
Hyundai i20 1.4 CRDi Sportz,2011,250000.0,,120000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,,,,,,,,,,,,
Chevrolet Spark 1.0 LT,2011,165000.0,,70000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,,,,,,,,,,,,
Honda City 1.5 S MT,2011,421000.0,,105000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,,,,,,,,,,,,
Hyundai Accent Executive,2012,225000.0,,109322,Petrol,Individual,Manual,Second Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5.0,,,,,,,,,,,,
Nissan Sunny Diesel XV,2013,350000.0,,120000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,,,,,,,,,,,,
Jeep Compass 2.0 Limited,2018,1757000.0,,24000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,,,,,,,,,,,,
Maruti Baleno Zeta 1.3,2015,600000.0,,70000,Diesel,Individual,Manual,Second Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Tata Tiago NRG Petrol,2018,515000.0,,35000,Petrol,Individual,Manual,First Owner,24.0 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti 800 AC,1999,80000.0,,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,,,,,,,,,,,,
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000.0,,70000,Diesel,Individual,Manual,Second Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,120000.0,,100000,Diesel,Individual,Manual,Fourth & Above Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,,,,,,,,,,,,
Maruti Wagon R Stingray VXI Optional,2017,475000.0,,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Wagon R AMT VXI,2015,400000.0,,20000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Hyundai Santro Xing XG AT eRLX Euro II,2004,80000.0,,90000,Petrol,Individual,Automatic,Second Owner,,,,,,,,,,,,,,,,,
Fiat Grande Punto 1.3 Dynamic (Diesel),2011,300000.0,,60000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5.0,,,,,,,,,,,,
Mahindra Scorpio M2DI,2011,400000.0,,475000,Diesel,Individual,Manual,Third Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0,,,,,,,,,,,,
Maruti Wagon R LX BSIII,2009,235000.0,,70000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0,,,,,,,,,,,,
Maruti Wagon R VXI BS IV,2015,350000.0,,40000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDI,2017,625000.0,,34000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Mahindra XUV500 W6 2WD,2014,525000.0,,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,,,,,,,,,,,,
Tata Tigor 1.2 Revotron XZ,2018,550000.0,,10000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,
Mahindra Bolero 2011-2019 SLX,2015,550000.0,,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,,,,,,,,,,,,
Honda City 2017-2020 GXi,2006,200000.0,,100000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,,,,,,,,,,,,
Mahindra Xylo D2,2011,350000.0,,120000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0,,,,,,,,,,,,
Honda City 2017-2020 GXi,2006,220000.0,,100000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,,,,,,,,,,,,
Hyundai Grand i10 Sportz,2016,412000.0,,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Wagon R LXI Minor,2009,126000.0,,52000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDI,2013,430000.0,,63000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti A-Star Vxi,2009,130000.0,,90000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Tata Tiago 1.2 Revotron XM,2017,350000.0,,60000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Alto LX,2011,220000.0,,35000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,,,,,,,,,,,,
Mahindra Bolero DI,2011,380000.0,,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,,,,,,,,,,,,
Ford Figo Diesel ZXI,2010,200000.0,,110000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDI,2017,620000.0,,61000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti Omni Limited Edition,2013,150000.0,,66000,Petrol,Individual,Manual,First Owner,14.7 kmpl,796 CC,37 bhp,62Nm@ 2500rpm,8.0,,,,,,,,,,,,
Datsun GO Plus Anniversary Edition,2018,450000.0,,80000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7.0,,,,,,,,,,,,
Hyundai Creta 1.6 CRDi SX Plus,2017,1150000.0,,27000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,
Mahindra KUV 100 G80 K8 Dual Tone,2018,500000.0,,60000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,,,,,,,,,,,,
Maruti Wagon R VXI BS IV,2011,246000.0,,139000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Eeco CNG 5 Seater AC BSIV,2017,400000.0,,60000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0,,,,,,,,,,,,
Maruti 800 AC,2008,65000.0,,10000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,,,,,,,,,,,,
Ford Ecosport 1.5 Diesel Titanium,2016,725000.0,,30000,Diesel,Individual,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5.0,,,,,,,,,,,,
Hyundai Verna 1.6 SX CRDI (O) AT,2014,736000.0,,125000,Diesel,Individual,Automatic,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDI,2018,700000.0,,45000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Chevrolet Spark 1.0 LT,2011,150000.0,,30000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,,,,,,,,,,,,
Maruti Alto LXi,2010,180000.0,,80500,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,,,,,,,,,,,,
Toyota Etios Liva VXD,2014,409999.0,,200000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,,,,,,,,,,,,
Mahindra Bolero 2011-2019 SLX,2013,550000.0,,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,,,,,,,,,,,,
Maruti 800 AC Uniq,2004,50000.0,,18000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,,,,,,,,,,,,
Maruti Zen D,2006,80000.0,,110000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1527 CC,58 bhp,789Nm@ 2250rpm,5.0,,,,,,,,,,,,
Maruti Alto LX,2005,110000.0,,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,,,,,,,,,,,,
Honda City 2017-2020 GXi,2006,180000.0,,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,,,,,,,,,,,,
Audi Q7 3.0 TDI Quattro,2009,1025000.0,,120000,Diesel,Individual,Automatic,Third Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0,,,,,,,,,,,,
Tata Hexa XTA,2017,1300000.0,,40000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,,,,,,,,,,,,
Volkswagen Ameo 1.5 TDI Comfortline,2018,560000.0,,18000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,,,,,,,,,,,,
Maruti Vitara Brezza LDi Option,2017,650000.0,,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Mahindra XUV500 W7 BSIV,2018,1150000.0,,29000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,,,,,,,,,,,,
Maruti Baleno Delta 1.2,2016,480000.0,,65755,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,,,,,,,,,,,,
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,960000.0,,2600,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,,,,,,,,,,,,
Mahindra XUV500 AT W6 2WD,2017,1050000.0,,46000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,,,,,,,,,,,,
Hyundai EON Era Plus,2017,310000.0,,15000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDI,2014,500000.0,,60000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti Alto K10 VXI AGS Optional,2017,350000.0,,15500,Petrol,Individual,Automatic,First Owner,23.95 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Honda Amaze S i-Dtech,2015,365000.0,,120000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Mitsubishi Lancer 2.0 GLd,2008,165000.0,,120000,Diesel,Individual,Manual,Third Owner,14.8 kmpl,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5.0,,,,,,,,,,,,
Tata Spacio Gold-10/6 Str BSII,2007,100000.0,,120000,Diesel,Individual,Manual,Third Owner,14.6 kmpl,2956 CC,63 bhp,"18@ 1,600-2,200(kgm@ rpm)",10.0,,,,,,,,,,,,
Mahindra Bolero SLX,2007,240000.0,,80000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,,,,,,,,,,,,
Mahindra Marazzo M2 BSIV,2019,925000.0,,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7.0,,,,,,,,,,,,
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,590000.0,,15000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,,,,,,,,,,,,
Tata Aria Pride,2013,525000.0,,110000,Diesel,Individual,Manual,Second Owner,13.7 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,,,,,,,,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,720000.0,,80000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8.0,,,,,,,,,,,,
Renault Duster 110PS Diesel RxL AMT,2017,850000.0,,50000,Diesel,Individual,Automatic,First Owner,19.6 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,,,,,,,,,,,,
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,490000.0,,110000,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,,,,,,,,,,,,
Honda Amaze S i-Dtech,2013,325000.0,,100000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000.0,,20000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5.0,,,,,,,,,,,,
Mahindra Bolero 2011-2019 ZLX,2012,450000.0,,135000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,,,,,,,,,,,,
Tata Indigo CS LS (TDI) BS-III,2014,300000.0,,50700,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,,,,,,,,,,,,
Volkswagen Polo Diesel Highline 1.2L,2013,365000.0,,70000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,,,,,,,,,,,,
Mercedes-Benz New C-Class 200 K AT,2007,500000.0,,120000,Petrol,Individual,Automatic,First Owner,11.7 kmpl,1796 CC,178 bhp,"24.5@ 3,500-4,500(kgm@ rpm)",5.0,,,,,,,,,,,,
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,900000.0,,112000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,,,,,,,,,,,,
Hyundai Grand i10 1.2 CRDi Sportz,2018,700000.0,,35000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,,,,,,,,,,,,
Renault Duster 110PS Diesel RxZ,2017,880000.0,,50000,Diesel,Individual,Manual,First Owner,19.6 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,,,,,,,,,,,,
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,700000.0,,121000,Diesel,Individual,Manual,Third Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,,,,,,,,,,,,
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,380000.0,,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,,,,,,,,,,,,
Toyota Corolla H2,2006,150000.0,,90000,Petrol,Individual,Manual,Third Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5.0,,,,,,,,,,,,
Maruti Zen Estilo LXI Green (CNG),2014,235000.0,,70000,CNG,Individual,Manual,Second Owner,26.3 km/kg,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Renault KWID 1.0 RXT Optional,2018,320000.0,,20000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,,,,,,,,,,,,
Renault Duster 85PS Diesel RxL,2015,550000.0,,60000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,,,,,,,,,,,,
BMW 5 Series 520d Luxury Line,2016,3200000.0,,40000,Diesel,Individual,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,,,,,,,,,,,,
